Date;Open;High;Low;Close;Volume
2018-10-01 10:38:14.825000;79550.0;79725.0;79050.0;79360.0;12594.0
2018-10-01 11:39:05.648000;79360.0;79360.0;78515.0;78600.0;12680.0
2018-10-01 13:22:08.484000;78600.0;78660.0;78215.0;78595.0;12746.0
2018-10-01 15:02:31.537000;78595.0;79175.0;78550.0;78810.0;12680.0
2018-10-01 16:47:18.751000;78810.0;79010.0;78440.0;78650.0;12702.0
2018-10-02 09:43:26.287000;80210.0;80400.0;80040.0;80320.0;12466.0
2018-10-02 10:15:09.508000;80320.0;80985.0;80320.0;80950.0;12395.0
2018-10-02 10:40:15.994000;80950.0;81225.0;80655.0;81200.0;12358.0
2018-10-02 11:06:10.592000;81200.0;81325.0;80900.0;80975.0;12328.0
2018-10-02 11:41:51.547000;80975.0;81385.0;80975.0;81315.0;12308.0
2018-10-02 12:09:01.059000;81315.0;81750.0;81235.0;81685.0;12263.0
2018-10-02 12:52:14.969000;81685.0;81800.0;81230.0;81645.0;12266.0
2018-10-02 13:59:44.629000;81645.0;81770.0;81465.0;81560.0;12252.0
2018-10-02 15:07:22.928000;81560.0;81730.0;81400.0;81590.0;12262.0
2018-10-02 15:42:38.214000;81590.0;81960.0;81560.0;81825.0;12227.0
2018-10-02 16:28:24.752000;81825.0;82000.0;81730.0;81910.0;12212.0
2018-10-02 17:49:58.212000;81910.0;81960.0;81750.0;81885.0;12217.0
2018-10-03 09:06:53.976000;84200.0;84300.0;83755.0;84220.0;11889.0
2018-10-03 09:18:58.477000;84220.0;84735.0;84015.0;84670.0;11850.0
2018-10-03 09:49:04.519000;84670.0;85035.0;84425.0;84970.0;11801.0
2018-10-03 10:07:03.724000;84970.0;85545.0;84970.0;85110.0;11731.0
2018-10-03 10:25:15.582000;85110.0;85490.0;85000.0;85065.0;11732.0
2018-10-03 10:36:22.537000;85065.0;85090.0;84615.0;84820.0;11789.0
2018-10-03 10:50:11.639000;84820.0;84945.0;84285.0;84450.0;11813.0
2018-10-03 11:08:09.179000;84450.0;84745.0;84165.0;84470.0;11850.0
2018-10-03 11:40:39.102000;84470.0;84935.0;84100.0;84125.0;11833.0
2018-10-03 12:18:56.244000;84125.0;84325.0;83885.0;84155.0;11890.0
2018-10-03 12:51:18.196000;84155.0;84260.0;83950.0;84185.0;11888.0
2018-10-03 13:53:23.139000;84185.0;84455.0;84025.0;84100.0;11875.0
2018-10-03 14:32:31.128000;84100.0;84205.0;83435.0;83860.0;11929.0
2018-10-03 15:29:56.483000;83860.0;84140.0;83660.0;83680.0;11914.0
2018-10-03 16:03:14.075000;83680.0;83710.0;83300.0;83405.0;11980.0
2018-10-03 16:47:28.886000;83405.0;83465.0;82955.0;83235.0;12024.0
2018-10-04 09:55:46.342000;82700.0;83195.0;82465.0;83095.0;12081.0
2018-10-04 10:46:51.881000;83095.0;83255.0;82575.0;82700.0;12054.0
2018-10-04 11:32:52.605000;82700.0;83040.0;82255.0;82260.0;12104.0
2018-10-04 12:08:04.595000;82260.0;82930.0;82110.0;82800.0;12129.0
2018-10-04 13:41:20.669000;82800.0;82810.0;82085.0;82335.0;12132.0
2018-10-04 15:09:10.781000;82335.0;82415.0;82020.0;82375.0;12160.0
2018-10-04 15:51:54.315000;82375.0;83320.0;82245.0;83280.0;12086.0
2018-10-04 16:12:50.851000;83280.0;83595.0;83080.0;83575.0;11999.0
2018-10-04 16:45:46.629000;83575.0;83645.0;82975.0;83000.0;12009.0
2018-10-04 17:48:08.437000;83000.0;83400.0;82925.0;83190.0;12027.0
2018-10-05 09:24:18.157000;84650.0;85055.0;84205.0;84315.0;11805.0
2018-10-05 09:50:53.034000;84315.0;84840.0;83655.0;84300.0;11868.0
2018-10-05 10:19:33.304000;84300.0;84445.0;83525.0;83600.0;11909.0
2018-10-05 10:37:13.822000;83600.0;83730.0;83080.0;83395.0;11992.0
2018-10-05 11:03:58.248000;83395.0;83620.0;83040.0;83100.0;11991.0
2018-10-05 11:39:11.017000;83100.0;83120.0;82525.0;82875.0;12069.0
2018-10-05 12:38:23.930000;82875.0;82895.0;82150.0;82325.0;12124.0
2018-10-05 14:05:54.733000;82325.0;82635.0;82160.0;82450.0;12137.0
2018-10-05 15:06:29.574000;82450.0;82760.0;82140.0;82580.0;12124.0
2018-10-05 16:03:11.903000;82580.0;82815.0;82255.0;82410.0;12116.0
2018-10-05 16:31:33.280000;82410.0;82760.0;82410.0;82700.0;12099.0
2018-10-05 17:20:24.793000;82700.0;82820.0;82330.0;82540.0;12105.0
2018-10-08 09:06:47.668000;86570.0;87015.0;85980.0;86760.0;11528.0
2018-10-08 09:20:58.396000;86760.0;87000.0;86460.0;86970.0;11527.0
2018-10-08 09:43:23.608000;86970.0;87740.0;86920.0;87700.0;11444.0
2018-10-08 10:07:48.924000;87700.0;87985.0;87620.0;87760.0;11390.0
2018-10-08 10:26:10.839000;87760.0;87960.0;87070.0;87170.0;11422.0
2018-10-08 10:37:41.906000;87170.0;87245.0;86830.0;86865.0;11491.0
2018-10-08 10:50:48.386000;86865.0;87020.0;86500.0;86510.0;11524.0
2018-10-08 11:10:04.151000;86510.0;86865.0;86150.0;86285.0;11555.0
2018-10-08 11:33:58.195000;86285.0;86425.0;85830.0;85890.0;11611.0
2018-10-08 11:56:15.156000;85890.0;86100.0;85675.0;85825.0;11641.0
2018-10-08 12:37:28.247000;85825.0;85985.0;85370.0;85370.0;11671.0
2018-10-08 13:15:02.721000;85370.0;85920.0;85335.0;85875.0;11685.0
2018-10-08 14:26:25.592000;85875.0;85960.0;85440.0;85815.0;11668.0
2018-10-08 15:27:17.547000;85815.0;86255.0;85575.0;86000.0;11629.0
2018-10-08 16:02:48.136000;86000.0;86170.0;85705.0;86145.0;11629.0
2018-10-08 16:23:20.704000;86145.0;86625.0;86075.0;86405.0;11572.0
2018-10-08 16:59:25.856000;86405.0;86480.0;86250.0;86455.0;11578.0
2018-10-10 09:19:02.904000;85000.0;85280.0;84625.0;85020.0;11768.0
2018-10-10 10:17:27.766000;85020.0;85445.0;84825.0;85400.0;11748.0
2018-10-10 10:47:24.645000;85400.0;85520.0;84555.0;84560.0;11763.0
2018-10-10 11:08:03.166000;84560.0;84795.0;84445.0;84795.0;11817.0
2018-10-10 11:54:49.983000;84795.0;84880.0;84415.0;84515.0;11813.0
2018-10-10 12:40:22.421000;84515.0;84680.0;84110.0;84170.0;11849.0
2018-10-10 14:01:25.927000;84170.0;84360.0;84100.0;84235.0;11869.0
2018-10-10 15:05:11.284000;84235.0;84480.0;84030.0;84050.0;11861.0
2018-10-10 16:02:06.520000;84050.0;84310.0;83945.0;84245.0;11886.0
2018-10-10 16:48:13.646000;84245.0;84265.0;83820.0;83975.0;11907.0
2018-10-10 17:45:30.942000;83975.0;84000.0;83550.0;83690.0;11933.0
2018-10-11 09:30:21.557000;84000.0;84440.0;83890.0;84395.0;11887.0
2018-10-11 09:55:18.937000;84395.0;84925.0;84395.0;84805.0;11802.0
2018-10-11 10:32:40.031000;84805.0;84970.0;84285.0;84450.0;11820.0
2018-10-11 10:54:56.876000;84450.0;84465.0;83830.0;84460.0;11883.0
2018-10-11 11:25:57.904000;84460.0;84705.0;84060.0;84085.0;11854.0
2018-10-11 11:47:48.114000;84085.0;84250.0;83935.0;84080.0;11892.0
2018-10-11 12:15:15.625000;84080.0;84250.0;83060.0;83070.0;11955.0
2018-10-11 12:49:14.568000;83070.0;83635.0;82970.0;83575.0;12002.0
2018-10-11 13:49:17.709000;83575.0;83935.0;83425.0;83595.0;11948.0
2018-10-11 15:08:00.683000;83595.0;83820.0;83315.0;83470.0;11961.0
2018-10-11 15:52:24.803000;83470.0;83485.0;82610.0;82825.0;12041.0
2018-10-11 16:20:54.583000;82825.0;83315.0;82630.0;83200.0;12064.0
2018-10-11 17:07:20.767000;83200.0;83445.0;82920.0;82970.0;12025.0
2018-10-15 10:03:40.416000;84260.0;84540.0;84115.0;84205.0;11862.0
2018-10-15 10:36:50.545000;84205.0;84325.0;83645.0;83645.0;11909.0
2018-10-15 11:16:42.349000;83645.0;83835.0;83360.0;83580.0;11961.0
2018-10-15 12:07:05.620000;83580.0;83980.0;83580.0;83780.0;11932.0
2018-10-15 13:16:11.418000;83780.0;84170.0;83670.0;83860.0;11917.0
2018-10-15 14:43:24.955000;83860.0;84190.0;83750.0;84180.0;11906.0
2018-10-15 15:54:02.213000;84180.0;84265.0;83665.0;83795.0;11917.0
2018-10-15 16:54:48.623000;83795.0;83795.0;83270.0;83510.0;11978.0
2018-10-16 10:02:16.023000;83850.0;84380.0;83850.0;84245.0;11878.0
2018-10-16 10:40:25.887000;84245.0;84700.0;84130.0;84540.0;11839.0
2018-10-16 11:22:18.526000;84540.0;84850.0;84360.0;84805.0;11818.0
2018-10-16 11:52:04.804000;84805.0;85000.0;84745.0;85000.0;11781.0
2018-10-16 12:37:52.179000;85000.0;85210.0;84930.0;85065.0;11755.0
2018-10-16 14:06:30.071000;85065.0;85245.0;84900.0;84900.0;11757.0
2018-10-16 14:52:39.674000;84900.0;85270.0;84880.0;85165.0;11745.0
2018-10-16 16:03:03.415000;85165.0;85190.0;84910.0;84975.0;11754.0
2018-10-16 16:48:13.625000;84975.0;85525.0;84970.0;85505.0;11722.0
