Date;Open;High;Low;Close;Volume
2018-10-01 10:01:18.955000;79550.0;79725.0;79050.0;79350.0;7790
2018-10-01 11:00:52.723000;79360.0;79675.0;78745.0;79015.0;10905
2018-10-01 12:00:52.555000;79045.0;79050.0;78405.0;78470.0;9510
2018-10-01 13:00:57.500000;78475.0;78645.0;78215.0;78495.0;8540
2018-10-01 14:01:13.360000;78495.0;78880.0;78450.0;78825.0;5480
2018-10-01 15:01:03.485000;78830.0;79175.0;78720.0;78870.0;8380
2018-10-01 16:00:55.558000;78885.0;79010.0;78440.0;78840.0;7185
2018-10-01 17:00:58.604000;78845.0;78965.0;78500.0;78820.0;8705
2018-10-01 18:01:24.300000;78830.0;78870.0;78540.0;78800.0;5820
2018-10-02 10:03:11.612000;80210.0;80805.0;80040.0;80805.0;19300
2018-10-02 11:03:12.827000;80800.0;81325.0;80655.0;81125.0;29370
2018-10-02 12:03:22.304000;81095.0;81615.0;80925.0;81560.0;22050
2018-10-02 13:03:25.797000;81565.0;81800.0;81230.0;81640.0;18690
2018-10-02 14:03:13.554000;81650.0;81755.0;81465.0;81510.0;9760
2018-10-02 15:03:14.814000;81520.0;81730.0;81400.0;81520.0;9660
2018-10-02 16:03:38.321000;81505.0;81995.0;81480.0;81925.0;17950
2018-10-02 17:03:15.733000;81905.0;82000.0;81730.0;81750.0;14425
2018-10-02 18:05:59.705000;81765.0;81990.0;81755.0;81950.0;7720
2018-10-03 10:03:12.949000;84200.0;85545.0;83755.0;85320.0;45330
2018-10-03 11:03:13.075000;85305.0;85490.0;84205.0;84220.0;44235
2018-10-03 12:03:18.122000;84225.0;84935.0;83885.0;84015.0;24445
2018-10-03 13:03:13.743000;84015.0;84455.0;83905.0;84290.0;19485
2018-10-03 14:03:13.992000;84300.0;84370.0;84025.0;84095.0;10260
2018-10-03 15:03:12.067000;84085.0;84205.0;83435.0;84000.0;16340
2018-10-03 16:03:14.075000;84005.0;84070.0;83300.0;83395.0;17665
2018-10-03 17:03:12.373000;83405.0;83530.0;82955.0;83450.0;17625
2018-10-04 10:02:58.621000;82700.0;83255.0;82465.0;83170.0;13590
2018-10-04 11:02:49.383000;83120.0;83230.0;82575.0;82735.0;14200
2018-10-04 12:02:57.890000;82740.0;82845.0;82110.0;82760.0;19130
2018-10-04 13:02:57.009000;82755.0;82930.0;82280.0;82320.0;9120
2018-10-04 14:02:50.513000;82295.0;82390.0;82085.0;82160.0;6595
2018-10-04 15:02:48.235000;82160.0;82405.0;82020.0;82290.0;8835
2018-10-04 16:02:49.516000;82280.0;83485.0;82245.0;83240.0;19630
2018-10-04 17:02:54.097000;83260.0;83645.0;82925.0;83115.0;22160
2018-10-05 10:03:04.420000;84650.0;85055.0;83655.0;84190.0;27355
2018-10-05 11:03:00.333000;84135.0;84165.0;83040.0;83160.0;32095
2018-10-05 12:03:00.579000;83155.0;83190.0;82525.0;82555.0;16110
2018-10-05 13:03:00.341000;82635.0;82665.0;82150.0;82410.0;12850
2018-10-05 14:03:02.675000;82425.0;82635.0;82245.0;82440.0;7180
2018-10-05 15:02:59.757000;82455.0;82760.0;82140.0;82600.0;11605
2018-10-05 16:03:00.023000;82600.0;82815.0;82255.0;82375.0;12910
2018-10-05 17:03:00.152000;82370.0;82820.0;82370.0;82485.0;20435
2018-10-05 18:04:37.153000;82485.0;82800.0;82330.0;82715.0;7250
