Date;Open;High;Low;Close;Volume
2018-10-08 10:03:30.327000;86570.0;87985.0;85980.0;87745.0;43340
2018-10-08 11:03:30.903000;87745.0;87960.0;86440.0;86720.0;43875
2018-10-08 12:03:31.046000;86705.0;86865.0;85675.0;85810.0;29930
2018-10-08 13:03:42.958000;85800.0;85835.0;85335.0;85635.0;17385
2018-10-08 14:03:36.087000;85600.0;85960.0;85440.0;85600.0;12465
2018-10-08 15:03:30.453000;85580.0;86065.0;85510.0;86030.0;8045
2018-10-08 16:03:39.463000;86050.0;86255.0;85705.0;86120.0;18605
2018-10-08 17:03:35.841000;86100.0;86625.0;86075.0;86385.0;25210
2018-10-10 10:03:20.279000;85000.0;85445.0;84625.0;85255.0;19110
2018-10-10 11:03:15.458000;85260.0;85520.0;84510.0;84560.0;24580
2018-10-10 12:03:16.527000;84560.0;84880.0;84415.0;84615.0;17020
2018-10-10 13:03:27.326000;84595.0;84660.0;84110.0;84220.0;14045
2018-10-10 14:03:36.236000;84235.0;84360.0;84100.0;84250.0;8120
2018-10-10 15:03:22.118000;84245.0;84480.0;84030.0;84125.0;11365
2018-10-10 16:03:17.325000;84070.0;84310.0;83945.0;84220.0;12340
2018-10-10 17:03:16.455000;84210.0;84265.0;83805.0;83855.0;16395
2018-10-11 10:00:46.664000;84000.0;84925.0;83890.0;84800.0;24935
2018-10-11 11:00:45.760000;84795.0;84970.0;83830.0;84555.0;24660
2018-10-11 12:00:46.795000;84545.0;84705.0;83875.0;83885.0;24660
2018-10-11 13:00:47.350000;83910.0;83985.0;82970.0;83570.0;22950
2018-10-11 14:01:05.092000;83605.0;83935.0;83560.0;83640.0;11625
2018-10-11 15:00:46.663000;83630.0;83740.0;83315.0;83535.0;9245
2018-10-11 16:00:50.398000;83570.0;83630.0;82610.0;82840.0;14965
2018-10-11 17:00:47.471000;82890.0;83445.0;82630.0;83020.0;21140
2018-10-11 18:01:29.648000;83020.0;83455.0;82920.0;83395.0;4485
2018-10-15 10:03:20.596000;84260.0;84540.0;84115.0;84245.0;11770
2018-10-15 11:03:18.155000;84245.0;84325.0;83380.0;83380.0;21085
2018-10-15 12:03:17.313000;83385.0;83980.0;83360.0;83860.0;14165
2018-10-15 13:03:18.329000;83860.0;84170.0;83680.0;83705.0;10770
2018-10-15 14:03:22.498000;83705.0;84060.0;83670.0;84010.0;6800
2018-10-15 15:03:19.710000;83995.0;84265.0;83875.0;84080.0;9510
2018-10-15 16:03:18.023000;84120.0;84130.0;83565.0;83600.0;10905
2018-10-15 17:03:34.056000;83555.0;83640.0;83270.0;83425.0;12320
2018-10-16 10:02:34.038000;83850.0;84380.0;83850.0;84245.0;11955
2018-10-16 11:02:30.076000;84240.0;84760.0;84130.0;84730.0;17745
2018-10-16 12:02:27.464000;84720.0;85130.0;84570.0;85060.0;21275
2018-10-16 13:02:42.275000;85055.0;85210.0;84910.0;85075.0;11370
2018-10-16 14:02:33.024000;85080.0;85245.0;84945.0;84975.0;7855
2018-10-16 15:02:32.825000;84965.0;85270.0;84880.0;85135.0;14975
2018-10-16 16:02:38.452000;85145.0;85175.0;84910.0;85000.0;8970
2018-10-16 17:02:36.501000;85000.0;85720.0;84970.0;85700.0;15735

