Date;Open;High;Low;Close;Volume
2019-01-02 11:00:41.054000;3888.0;3904.0;3874.5;3876.0;61010
2019-01-02 13:00:51.425000;3875.5;3875.5;3846.0;3850.5;94785
2019-01-02 15:00:54.860000;3850.0;3850.5;3811.0;3819.0;95050
2019-01-02 17:00:49.773000;3819.0;3824.0;3807.0;3817.0;77435
2019-01-03 11:00:55.730000;3804.0;3815.0;3781.0;3782.5;104685
2019-01-03 13:00:54.972000;3782.0;3789.0;3762.0;3767.5;95195
2019-01-03 15:00:59.184000;3767.5;3772.5;3745.0;3750.5;89675
2019-01-03 17:00:53.685000;3750.5;3765.0;3750.0;3760.0;64245
2019-01-04 11:00:48.294000;3750.0;3775.0;3748.0;3765.5;86720
2019-01-04 13:00:59.368000;3765.0;3791.0;3761.0;3775.5;99065
2019-01-04 15:00:47.061000;3776.0;3779.0;3718.5;3722.5;135360
2019-01-04 17:00:51.078000;3722.5;3728.0;3715.5;3721.5;81085
2019-01-07 11:00:47.516000;3722.0;3727.5;3701.5;3706.0;88960
2019-01-07 13:00:41.153000;3706.5;3717.0;3695.5;3711.0;105795
2019-01-07 15:00:56.073000;3711.5;3730.0;3706.0;3717.0;78845
2019-01-07 17:00:51.245000;3717.0;3741.0;3716.0;3738.5;70840
2019-01-08 11:00:31.769000;3745.0;3748.0;3718.0;3727.0;65535
2019-01-08 13:00:35.668000;3727.0;3739.0;3709.0;3715.0;87465
2019-01-08 15:00:32.593000;3716.0;3734.5;3714.0;3723.5;72505
2019-01-08 17:00:36.078000;3724.0;3726.0;3712.5;3720.0;44950
2019-01-09 11:00:48.069000;3712.0;3716.0;3699.0;3704.0;73720
2019-01-09 13:00:47.252000;3704.0;3704.5;3682.5;3686.0;98520
2019-01-09 15:00:53.253000;3686.0;3694.0;3680.0;3687.5;69920
2019-01-09 17:00:47.672000;3688.0;3697.5;3687.5;3688.5;62010
2019-01-10 11:00:43.398000;3696.5;3700.0;3685.5;3690.5;60425
2019-01-10 13:00:53.157000;3690.0;3697.5;3680.0;3692.0;76280
2019-01-10 15:00:41.391000;3692.0;3698.5;3686.0;3698.0;61300
2019-01-10 17:00:43.483000;3697.5;3730.0;3696.5;3713.0;154810
2019-01-11 11:00:55.880000;3699.0;3727.0;3696.0;3726.0;62235
2019-01-11 13:00:53.950000;3726.0;3733.5;3709.0;3727.5;104150
