3888.0;3874.5;3904.0;3876.0;61010
3875.5;3846.0;3875.5;3850.5;94785
3850.0;3811.0;3850.5;3819.0;95050
3819.0;3807.0;3824.0;3817.0;77435
3804.0;3781.0;3815.0;3782.5;104685
3782.0;3762.0;3789.0;3767.5;95195
3767.5;3745.0;3772.5;3750.5;89675
3750.5;3750.0;3765.0;3760.0;64245
3750.0;3748.0;3775.0;3765.5;86720
3765.0;3761.0;3791.0;3775.5;99065
3776.0;3718.5;3779.0;3722.5;135360
3722.5;3715.5;3728.0;3721.5;81085
3722.0;3701.5;3727.5;3706.0;88960
3706.5;3695.5;3717.0;3711.0;105795
3711.5;3706.0;3730.0;3717.0;78845
3717.0;3716.0;3741.0;3738.5;70840
3745.0;3718.0;3748.0;3727.0;65535
3727.0;3709.0;3739.0;3715.0;87465
3716.0;3714.0;3734.5;3723.5;72505
3724.0;3712.5;3726.0;3720.0;44950
3712.0;3699.0;3716.0;3704.0;73720
3704.0;3682.5;3704.5;3686.0;98520
3686.0;3680.0;3694.0;3687.5;69920
3688.0;3687.5;3697.5;3688.5;62010
3696.5;3685.5;3700.0;3690.5;60425
3690.0;3680.0;3697.5;3692.0;76280
3692.0;3686.0;3698.5;3698.0;61300
3697.5;3696.5;3730.0;3713.0;154810
3699.0;3696.0;3727.0;3726.0;62235
3726.0;3709.0;3733.5;3727.5;104150
3727.0;3709.0;3727.0;3713.0;62680
3712.5;3703.5;3721.0;3718.0;48385
3722.0;3721.0;3738.0;3733.0;71555
3732.5;3722.0;3734.0;3724.5;75980
3724.0;3697.0;3725.0;3698.0;61580
3697.5;3687.5;3704.5;3702.5;63650
3707.0;3697.5;3719.5;3715.0;62140
3715.0;3698.5;3722.5;3711.5;91355
3711.5;3708.0;3727.5;3719.5;76355
3720.0;3717.5;3730.0;3729.0;57935
3718.0;3712.5;3731.0;3713.5;55000
3714.0;3711.0;3726.5;3724.0;66040
3724.0;3721.5;3740.0;3729.5;82355
3730.0;3720.5;3737.5;3736.0;62160
3737.0;3729.0;3775.5;3766.0;107865
3766.0;3758.5;3774.0;3768.5;111620
3768.0;3755.0;3776.0;3760.0;88315
3760.0;3740.0;3767.5;3749.0;69465
3748.5;3742.5;3760.0;3750.0;66110
3750.5;3729.0;3752.5;3742.0;71490
3742.5;3733.5;3770.0;3768.0;92780
3768.0;3754.0;3775.0;3756.5;63670
3761.0;3761.0;3775.5;3772.0;38665
3772.5;3770.0;3782.0;3776.0;36330
3775.5;3762.5;3777.5;3763.5;28430
3764.0;3758.5;3767.0;3761.0;26395
3768.0;3747.5;3770.5;3754.5;66810
3754.5;3752.0;3770.0;3766.5;56605
3766.5;3766.5;3788.0;3782.0;93425
3781.5;3776.5;3811.5;3807.0;107625
3800.5;3786.5;3811.5;3806.5;86600
3806.5;3793.0;3809.0;3801.5;84775
3801.0;3794.0;3813.5;3800.0;76770
3800.5;3761.5;3802.5;3763.5;81015
3774.5;3767.5;3788.0;3786.5;64965
3787.0;3770.0;3796.0;3779.5;112690
3779.0;3739.5;3781.0;3749.0;117205
3748.5;3748.5;3773.5;3770.5;70165
3778.0;3757.5;3783.5;3761.0;99240
3761.0;3751.5;3787.5;3773.5;92650
3773.0;3761.0;3778.5;3763.5;94875
3763.0;3762.0;3771.0;3764.5;56425
3764.5;3732.5;3765.5;3742.0;102980
3742.0;3726.5;3742.5;3731.5;99985
3731.5;3724.0;3737.5;3728.0;75715
3728.0;3718.5;3730.5;3720.5;52630
3715.0;3705.0;3724.0;3712.0;81335
3712.5;3702.5;3717.5;3715.0;95950
3715.0;3714.5;3725.0;3722.0;60140
3722.5;3706.0;3732.0;3708.5;66920
3677.0;3651.0;3688.0;3661.0;178645
3661.0;3652.0;3668.5;3655.5;143440
3655.5;3643.0;3659.5;3656.0;138630
3655.5;3647.0;3666.5;3663.5;75300
3664.0;3650.5;3668.0;3650.5;30890
